battery_power,clock_speed,Front_Camera_mx,int_memory,mobile_dep,mobile_wt,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,wifi,price_$
864,3,0,54,0.7,187,1,3121,18,2,16,Yes,518.9181832
625,1.9,12,33,0.2,191,20,3801,10,6,2,No,425.0889375
1880,1.8,4,18,0.7,138,5,3333,17,15,7,No,832.2408242
1138,1.4,12,44,0.2,187,17,3475,19,3,3,No,786.3962633
560,0.5,14,23,1,146,15,2360,17,16,18,Yes,104.5395327
1117,0.5,1,12,0.6,144,8,2895,7,6,16,No,357.9640857
1712,1.4,1,63,0.5,137,12,3652,16,1,19,No,837.4152795
1836,1.7,3,26,0.1,134,16,3097,5,0,18,No,958.5102583
1036,2.4,0,39,0.2,119,3,2101,10,7,2,No,195.8545897
1860,2.3,15,23,0.6,162,16,3918,9,2,8,No,826.6413528
1375,1.1,3,9,0.9,145,19,3869,19,18,10,Yes,320.7113942
1945,1.6,0,57,0.3,195,1,732,14,1,14,No,260.4374039
1896,0.5,8,7,0.4,141,13,3684,9,7,18,No,1106.686928
788,2.5,4,57,0.9,91,12,3969,12,8,6,Yes,532.6957589
880,1.7,0,33,0.7,173,2,1414,12,1,7,No,148.7459637
1323,2.5,10,28,0.2,131,12,1892,10,0,15,Yes,133.7451985
1868,2,0,42,0.2,169,4,3131,8,3,7,Yes,948.0068011
1266,1.9,0,7,0.2,184,12,2532,10,5,4,Yes,302.0091157
1042,2.7,16,50,0.8,93,18,3215,18,0,20,Yes,1112.913994
1479,0.5,8,19,0.6,156,10,3323,13,12,6,Yes,718.7488889
1476,1.2,0,55,0.1,171,5,1529,13,8,3,Yes,517.1847154
1552,2.2,6,13,0.2,123,9,2403,9,2,9,Yes,366.7034438
1454,0.5,1,34,0.7,83,3,3419,7,5,5,No,868.2541418
1007,2,0,45,0.1,95,2,3648,9,0,16,No,714.9517228
652,2.4,9,17,0.7,173,11,1974,12,10,12,No,170.4434271
1504,1.5,12,34,0.7,142,15,2806,7,2,7,Yes,192.7309668
1726,0.9,2,51,0.6,193,3,2239,13,9,13,Yes,515.7649351
1029,1.9,5,5,0.2,171,8,582,15,7,4,Yes,93.80154262
1582,2.8,2,44,0.5,112,13,3890,17,10,10,Yes,579.5653504
1478,0.8,12,48,0.7,99,17,1141,5,2,6,Yes,134.4792705
1178,1.3,0,49,0.6,101,0,2511,6,3,17,No,113.1294034
707,2.1,2,25,0.8,131,17,3838,9,2,7,Yes,261.1057917
755,2.8,5,51,0.3,186,12,2734,10,1,16,Yes,391.8673147
912,2,1,54,0.3,161,5,2330,19,5,20,No,282.4635433
651,0.8,2,63,0.2,176,4,2244,14,9,19,No,283.8168037
1483,2.1,1,54,0.2,176,2,1851,15,13,2,No,303.6704641
914,0.9,2,4,0.8,100,12,808,11,7,5,No,108.6395545
1456,0.5,7,7,0.4,105,12,1587,6,5,20,Yes,125.3509262
1178,2.2,6,57,0.3,84,17,2492,16,14,10,No,513.164744
1503,0.7,10,43,0.2,166,14,2122,15,1,2,No,377.1200116
1681,2.5,2,11,0.4,158,13,1122,12,6,16,Yes,148.1334801
715,2.3,4,48,0.1,160,6,3709,14,2,10,No,474.4592904
1876,2.8,3,56,0.4,182,4,3021,12,2,18,No,248.194133
1190,2.2,9,47,0.3,186,10,624,9,3,19,Yes,75.23557834
1755,1.3,0,24,0.1,134,2,3937,8,1,7,Yes,840.8981589
1197,1.3,3,20,0.5,149,7,1797,19,5,4,Yes,242.3240694
1048,0.9,10,28,0.8,194,19,1458,5,1,15,Yes,159.9203879
1887,3,6,17,0.2,126,7,3348,18,16,16,No,1050.48559
1772,0.5,3,64,0.7,116,15,1834,5,2,20,Yes,142.8949171
1421,2.8,0,57,0.4,165,2,2775,13,8,14,Yes,927.1391529
1464,0.5,0,17,0.7,153,8,1277,13,6,19,No,173.6424056
728,2.3,4,23,0.8,111,5,457,17,10,16,Yes,121.4678671
954,0.5,0,50,0.3,134,11,438,17,0,2,No,71.38415919
685,0.5,8,13,0.8,82,15,3210,15,7,2,Yes,691.6080718
1472,2.8,1,36,0.5,130,10,985,12,11,7,No,266.6930869
853,2,10,3,0.6,200,16,3701,15,8,8,No,1008.220945
1469,2.1,0,8,0.7,123,0,1052,8,1,3,No,84.28396763
1310,2.3,6,57,0.9,135,9,1175,16,0,8,No,107.9437636
1654,1.8,1,11,0.3,146,2,1070,8,1,14,Yes,119.0691837
902,0.7,3,3,0.3,134,9,3411,12,11,15,Yes,580.8705503
1448,1.4,13,26,1,156,16,1175,12,9,6,No,198.3656043
1631,0.9,2,3,0.1,198,12,301,13,5,13,No,97.29083557
1608,1.8,7,28,0.4,183,13,489,15,11,8,Yes,16.80501255
1991,2.7,5,64,0.9,145,13,1733,5,3,8,No,476.8832788
1349,2,15,62,0.3,114,16,2756,11,3,4,No,534.8333205
1589,2.5,5,51,0.8,195,18,2612,8,2,16,No,434.3325637
1844,2.3,1,51,0.7,158,3,1724,5,1,14,Yes,15.0115366
712,0.5,3,35,0.2,84,10,2190,16,12,4,Yes,121.7722947
972,1.7,0,54,0.7,107,4,1900,16,8,19,Yes,227.9024747
1406,0.5,2,34,0.8,98,5,3915,9,8,2,Yes,660.2785064
1289,0.9,10,25,1,178,12,1043,6,2,11,No,126.4846269
932,1.3,1,64,0.7,154,2,3817,8,7,9,Yes,613.1559339
1747,0.9,6,48,0.7,94,19,2362,17,2,19,No,419.0086394
1172,2.1,4,41,0.1,95,7,1107,7,3,5,No,219.0479983
1128,1.4,12,53,0.4,84,14,2982,14,9,12,No,586.251863
664,1.2,0,28,0.9,106,5,2042,17,15,19,No,166.1319305
513,0.5,6,44,0.1,186,12,1343,5,1,9,No,45.33416781
1742,2.3,9,43,0.4,170,12,2610,12,3,10,Yes,82.33330714
1512,1.7,12,6,0.7,162,17,2335,15,7,7,Yes,467.2395539
1986,0.5,3,51,0.1,165,20,1614,17,12,3,Yes,171.9622035
965,1.5,5,13,1,109,14,1138,9,8,10,No,78.86049175
1067,2.4,3,40,0.6,122,15,604,16,14,11,No,109.9901406
1583,1.6,5,42,0.8,118,10,3652,14,10,9,No,1039.348441
1653,0.5,2,37,0.9,176,6,3955,19,4,18,Yes,-49.66651621
1433,1.6,7,4,0.7,133,11,258,11,9,4,Yes,35.20640614
765,2.9,0,18,0.1,153,0,1066,11,1,16,No,101.7357783
1845,0.5,10,61,0.3,96,12,1731,9,5,6,No,221.1190333
752,0.5,1,48,0.7,87,13,3860,7,5,16,No,686.3916709
1948,2.8,8,16,0.1,100,10,3630,9,7,17,No,581.2711072
1077,2.5,0,45,1,174,4,1965,6,2,6,No,256.4227093
932,0.5,1,60,0.7,104,2,1459,6,1,19,No,72.20970368
1968,0.9,0,22,0.8,115,7,2323,9,8,7,Yes,447.4165931
1122,1.2,9,2,0.6,120,14,3291,11,2,13,Yes,562.6527956
1588,0.5,0,61,0.8,159,13,3272,18,0,17,No,712.7952686
601,2.1,4,26,0.3,101,18,918,9,1,12,No,87.93019286
1615,0.5,14,15,0.1,132,16,3488,16,2,3,Yes,1024.257123
1589,2.2,2,58,0.1,128,4,3961,16,14,14,Yes,502.1309061
1417,2.7,2,56,0.9,114,4,590,11,3,6,Yes,136.2040191
1697,0.7,1,34,0.1,95,3,3701,15,9,8,No,756.7482627
1330,1.3,14,3,0.3,83,17,463,14,6,11,Yes,111.4267496
1476,0.5,0,43,0.7,148,2,3644,15,10,6,Yes,831.890872
1579,1.5,0,27,0.2,142,18,1713,16,4,10,Yes,134.5552991
1277,3,0,41,0.3,200,3,429,9,4,14,Yes,75.85909055
1089,0.9,12,2,0.7,145,15,2765,13,12,10,Yes,303.2720777
1663,2.5,13,27,0.3,169,14,2084,7,1,18,No,263.9035937
1949,1.8,0,20,0.8,186,4,1125,17,10,9,No,230.529084
1138,1.1,5,48,0.6,109,14,2048,6,0,18,Yes,80.77524505
685,2.7,7,17,0.3,174,20,1223,8,0,18,Yes,54.44882119
1889,2.8,5,31,1,132,10,3672,5,1,3,Yes,196.6209849
857,2,3,17,0.2,195,9,3100,17,5,13,No,342.0762659
1902,2.8,6,50,0.8,124,9,343,11,8,18,No,50.71638455
1225,2.4,0,15,0.1,155,0,1970,16,8,15,No,182.7306139
1066,1.6,5,39,0.6,131,17,2728,6,0,17,Yes,412.9221076
1554,0.5,11,5,1,124,12,3635,7,4,18,No,670.526694
1337,0.5,13,31,0.8,186,20,2180,7,4,16,Yes,229.132318
1926,1.7,1,33,0.4,172,2,2488,6,1,14,No,578.2223651
869,1.3,3,34,0.1,104,4,3864,13,3,11,No,787.4435821
1278,0.5,1,54,0.1,104,16,1155,7,1,20,Yes,135.2327502
1773,2.5,16,32,0.6,170,18,3566,17,6,13,Yes,612.1345258
1661,0.8,1,6,1,109,2,864,9,8,2,Yes,167.2907835
1438,2.2,0,32,0.6,176,6,869,19,13,9,Yes,107.9944922
1661,1.4,0,29,0.3,119,0,591,9,2,9,Yes,130.2936597
1846,0.6,1,19,0.7,159,2,1333,15,6,11,Yes,275.6317363
1260,2,2,23,0.2,123,10,2208,12,11,10,Yes,656.9300672
512,0.5,7,15,0.9,83,15,2610,18,14,15,Yes,675.6354961
581,2.2,0,59,0.7,185,6,2819,19,17,9,Yes,243.2834661
1872,2.3,6,44,0.7,134,15,1955,9,4,15,Yes,301.0937285
687,1.3,9,50,0.6,151,20,3416,14,6,8,No,888.4637278
1062,2.5,6,10,0.9,160,13,3803,7,3,16,Yes,572.3166245
1678,2.3,11,7,0.5,192,14,574,5,3,19,No,112.6923165
1417,0.5,10,45,0.9,166,19,2129,13,9,12,Yes,96.37926098
1074,2.4,2,9,0.9,103,14,1948,13,1,18,Yes,211.7778538
1832,0.7,2,2,0.6,90,6,2978,18,7,18,No,248.6272124
1039,1.3,0,12,0.8,200,0,1619,7,1,10,Yes,360.7276931
1059,2.4,8,61,0.1,134,18,3716,15,13,11,No,849.7435729
1606,1.4,3,57,0.1,154,4,3454,13,8,20,Yes,700.2692095
1928,1.8,9,19,1,187,20,3777,7,2,13,Yes,511.6662172
1875,0.5,11,55,0.7,91,17,2712,7,2,6,Yes,1105.680718
1128,1.1,9,46,0.9,135,10,1434,5,0,11,No,171.1189184
1748,1.7,6,14,0.5,146,7,3968,16,12,3,Yes,719.9148646
1413,0.5,5,51,0.3,117,11,3383,16,5,2,No,327.7261354
825,0.5,0,23,0.1,86,0,3278,8,6,2,Yes,808.2966177
1589,1.4,3,26,0.1,100,16,3970,16,8,18,Yes,652.7081015
535,0.5,8,54,0.5,145,15,2674,14,8,10,No,259.9317849
1780,0.5,6,27,0.1,190,11,2776,19,17,14,Yes,993.1663383
1671,0.6,7,61,0.1,129,11,2336,10,4,7,No,541.4228792
1821,0.9,9,12,0.3,114,18,2430,7,4,6,Yes,614.0439527
1076,2.6,3,38,0.7,119,8,891,18,3,9,No,112.7424011
532,0.8,3,8,0.1,193,10,728,13,5,8,No,179.0041024
777,2.6,3,30,0.9,148,17,3886,14,10,7,No,754.0363943
1217,0.5,3,17,0.5,182,13,1711,7,3,9,Yes,247.9235418
1656,1.6,0,16,1,117,2,2856,14,3,20,Yes,466.4051941
1185,1.9,0,31,0.4,152,7,2447,16,2,3,Yes,634.2040522
577,2.4,8,37,0.9,161,20,814,11,7,19,Yes,115.0215561
737,2.4,7,49,0.6,193,16,2951,7,0,10,No,486.2620945
704,2.2,4,53,0.2,186,6,3653,7,1,15,Yes,281.2112889
525,0.5,5,51,0.5,137,11,1891,18,3,12,No,237.6573674
504,0.5,5,16,0.1,166,9,701,17,15,15,Yes,110.4203493
793,1.2,1,38,0.6,176,7,3139,6,1,12,Yes,361.3740946
569,0.6,2,39,0.1,184,9,2811,7,6,7,Yes,362.8204163
1590,1.9,3,21,1,160,18,1701,11,4,4,Yes,193.5895332
707,0.5,0,16,0.1,194,0,1853,17,14,12,Yes,165.8488118
767,1.9,16,19,0.2,185,17,2445,6,1,6,Yes,134.3439194
1350,0.5,0,50,0.8,181,4,2287,15,1,8,No,236.1858711
1117,0.6,0,31,0.2,146,7,2003,8,7,14,Yes,382.5856984
641,1.1,0,7,0.9,192,3,3595,7,5,19,Yes,385.4469187
1002,0.8,0,35,0.5,83,4,1726,16,5,19,Yes,134.7161468
1408,2.1,10,45,0.9,89,14,3952,8,6,3,Yes,299.9535541
1900,2,1,41,0.5,190,6,850,5,1,4,Yes,231.3782854
726,2.9,0,43,0.1,101,0,1446,17,2,8,No,123.7668842
1544,2.3,12,45,0.1,113,20,1300,8,7,18,No,288.3019895
1454,1.6,6,21,0.2,160,10,719,14,10,10,Yes,114.1987994
1230,2.2,6,26,0.8,123,7,988,11,5,9,Yes,42.08773558
1552,1.2,10,53,0.3,180,18,2606,13,6,12,No,422.9045741
1519,2.1,0,32,0.7,200,10,2912,11,10,15,No,306.7255583
723,1.9,4,30,0.3,102,7,2339,19,9,17,Yes,349.1494336
1191,2.4,2,13,0.9,169,7,1028,14,6,8,Yes,89.66740382
1168,1.3,9,61,0.1,90,10,3173,9,4,17,Yes,1131.488117
1229,0.5,15,14,0.8,191,16,1667,17,6,17,Yes,189.2558735
1758,0.5,11,13,0.6,190,14,1897,6,2,15,No,396.793786
1290,0.5,0,3,0.1,143,4,1214,9,8,15,Yes,201.7402153
574,2.8,16,38,0.1,90,17,3269,8,7,10,No,300.3429024
1271,0.5,12,32,0.1,113,15,445,15,14,14,Yes,152.4710408
1170,1.2,4,30,0.4,83,15,1073,6,4,8,No,102.4210324
1269,1.3,14,52,0.8,118,15,665,18,5,5,No,95.3782954
1288,2.8,15,50,0.1,121,20,3129,17,6,2,No,298.0490189
1366,0.7,0,34,0.1,150,9,3501,13,11,3,No,939.8433358
1572,0.8,7,8,0.8,169,8,3461,6,3,10,Yes,738.2978803
1627,0.9,9,32,0.1,180,16,3206,12,6,16,No,1309.225462
1701,0.5,13,46,0.9,115,15,3717,11,0,10,No,751.4295457
1900,0.5,0,55,0.9,171,1,3917,15,5,18,Yes,530.2435407
1974,1,4,24,0.3,80,13,861,7,4,6,Yes,20.35758222
1197,0.5,9,20,0.1,129,10,2885,19,7,14,Yes,374.6914541
587,2.3,4,6,0.7,170,16,2777,9,2,14,No,474.6656315
934,1.1,7,24,0.8,112,12,1017,12,7,9,Yes,32.96567379
1195,2,1,23,0.1,82,9,980,13,9,17,No,94.20464684
1853,1,2,23,0.4,92,15,2775,14,4,17,No,1105.73177
1164,1,4,19,0.9,95,18,3309,15,3,3,Yes,1221.344736
1512,0.5,8,18,0.1,88,17,3607,12,10,6,Yes,233.2124171
1232,2.9,1,24,0.3,169,17,1257,16,10,16,No,85.54412323
1813,0.6,0,5,0.2,198,8,759,9,3,14,No,69.83794536
946,2.6,17,5,0.1,166,20,3720,15,7,4,No,669.1053834
739,2.3,2,58,0.1,88,4,475,7,6,6,Yes,144.244762
704,2.7,8,29,0.2,80,10,1122,9,3,10,Yes,75.943366
1663,0.5,0,40,0.6,147,15,1336,8,5,15,No,311.204249
1966,1.4,2,40,0.9,185,18,1185,11,2,20,No,407.3628215
1219,1,0,17,0.7,196,4,705,11,3,6,Yes,124.2562748
612,0.7,6,35,0.6,181,12,3169,14,9,6,No,298.741157
1658,1.4,0,39,0.7,182,5,3483,10,1,15,Yes,816.3256994
1263,0.5,12,64,0.3,175,18,1183,14,3,17,Yes,234.4988798
1395,2.8,0,55,0.6,118,1,3373,11,2,16,No,499.6342392
621,2.7,0,54,0.1,151,20,2801,6,1,5,Yes,452.193333
652,0.5,1,58,0.6,142,2,565,18,12,9,Yes,123.142603
1175,0.6,10,25,0.1,145,12,3153,9,4,12,No,431.6836901
561,1,0,11,0.1,163,10,3421,16,2,5,Yes,398.7374352
1137,2.2,6,3,0.9,173,7,316,15,14,17,No,138.5134357
1835,2.3,4,11,0.1,193,13,448,18,17,14,No,83.80855582
1170,2.9,2,40,0.4,169,5,2366,16,8,2,Yes,229.0416339
1595,0.8,0,44,0.7,85,20,3881,14,10,9,Yes,780.0564171
1719,2,0,12,0.3,122,7,462,6,3,5,No,125.0907023
1770,2.3,0,7,0.8,128,6,1480,6,1,17,No,257.1429374
1312,0.5,0,28,0.8,163,0,1087,17,16,14,No,175.3878409
1878,1.5,5,56,0.3,139,13,2711,8,2,3,Yes,235.1587512
1871,2,7,20,0.1,81,14,2144,13,12,12,Yes,312.7222623
922,1.5,1,35,0.9,188,15,1165,19,6,4,Yes,129.3450019
1975,1.5,6,16,0.9,128,11,2998,5,4,13,No,359.9714649
1212,2.6,1,46,0.3,102,8,2249,14,3,4,Yes,299.1761133
1430,0.9,3,56,0.1,179,5,752,17,8,17,Yes,76.18887945
1958,1.9,0,4,0.2,190,3,1409,16,5,3,No,210.3549897
1836,2.1,0,30,0.2,184,15,3072,7,3,5,No,540.4008505
557,1.6,0,24,0.5,125,0,1305,12,8,3,Yes,-13.27667899
539,0.6,9,21,0.1,145,14,3597,14,5,9,No,602.6776899
880,0.5,1,44,0.5,172,15,3132,8,7,6,Yes,237.2607046
1369,1.8,6,34,0.5,162,7,3856,18,4,18,Yes,865.612831
1109,2.7,1,39,0.4,98,9,1524,15,10,7,Yes,284.8938765
843,1.8,0,16,0.1,166,6,3673,12,1,20,Yes,733.9706875
598,2.3,7,21,0.7,196,10,3293,8,4,7,Yes,207.1342247
972,2.7,1,5,1,126,2,3035,12,7,19,Yes,175.3975683
1944,0.5,5,36,0.1,197,18,584,17,14,13,No,262.9096257
1225,0.7,0,2,0.6,138,1,2675,12,11,15,No,694.9117637
644,1.3,7,30,0.5,114,16,2382,9,0,19,Yes,566.3730532
1919,1.5,5,48,0.8,150,6,1391,19,13,12,Yes,284.2483153
501,2.3,12,54,0.3,131,19,2346,13,12,2,Yes,241.5813093
1620,2.2,0,30,0.2,185,3,606,6,0,18,No,67.12713706
1227,1.1,0,34,0.2,130,3,1324,7,3,12,Yes,219.7248868
1359,0.5,1,58,0.5,107,3,1076,16,8,4,Yes,129.4342408
1914,0.7,1,35,0.6,118,2,643,17,1,8,Yes,238.3995751
1645,1.8,1,21,0.7,123,2,783,10,8,20,No,115.1295574
1063,1.1,0,26,0.8,101,2,3809,17,16,5,Yes,594.0505001
946,2.1,0,19,0.2,154,0,2104,7,4,16,No,103.1090067
1231,1.2,5,54,0.8,185,10,1762,5,3,6,No,237.28823
1397,2.9,13,9,0.5,87,18,3137,12,1,11,Yes,521.0773899
701,0.7,7,15,0.5,160,11,1756,6,3,17,Yes,122.7850623
570,0.5,2,9,0.3,111,5,3663,14,10,14,No,869.6893949
1993,0.5,10,27,0.3,147,11,2437,14,0,9,No,214.9383582
955,0.5,4,43,0.9,143,8,1432,12,9,9,Yes,259.9560083
924,0.5,0,47,0.3,167,6,1620,17,15,12,No,146.308918
600,0.5,0,14,0.8,112,2,1655,18,0,9,No,87.17878107
518,0.8,0,3,0.1,178,1,2832,5,0,8,Yes,383.247064
1063,2.5,0,31,0.9,95,10,961,16,6,5,No,84.15578716
920,0.5,2,46,0.8,149,3,2608,6,0,2,Yes,431.4671022
1715,1.9,4,3,0.1,171,6,514,7,4,13,No,185.2923405
1841,1.3,6,14,0.6,167,8,2304,7,1,18,Yes,421.3133835
543,0.5,4,60,0.7,132,7,933,14,0,5,No,143.7418348
1762,2.7,13,25,0.9,189,14,1896,14,10,20,Yes,219.6862141
1112,0.5,1,53,0.6,121,16,3655,7,3,20,No,582.4592208
709,2,0,35,0.1,136,0,1973,12,9,16,Yes,315.4022609
1315,2.6,7,64,0.8,128,16,3278,6,3,13,No,352.0399875
1762,2.5,10,15,0.3,107,11,2183,8,3,11,No,213.2267893
1462,1.7,1,25,0.2,182,18,824,15,5,13,Yes,142.0876694
571,1.6,8,35,0.2,186,20,2598,13,5,8,No,152.7940242
666,0.5,7,54,0.4,81,13,1254,15,9,9,Yes,99.91008875
1994,1.5,2,7,0.5,146,7,3622,7,0,20,Yes,453.7187142
1583,2.1,11,14,0.7,148,16,1704,17,13,2,Yes,446.6273292
1778,1.4,3,45,1,132,17,1624,15,13,9,No,102.9869522
1926,1.1,13,50,0.2,179,17,3809,17,12,17,No,201.5620151
966,0.6,9,50,0.2,117,10,2574,10,1,5,Yes,239.9789431
568,2,1,36,0.3,179,4,950,17,9,9,No,134.1032719
1897,3,1,21,0.5,192,2,273,17,6,3,Yes,119.8369599
1695,0.5,6,46,0.7,200,9,446,16,13,15,Yes,259.9752051
1623,1.2,6,61,0.9,120,12,1510,12,10,17,No,296.3464154
914,0.5,0,26,0.7,147,0,1122,12,9,2,Yes,65.62734167
1721,0.5,4,33,0.5,128,5,707,19,2,5,Yes,113.3124613
890,2.2,4,44,0.5,198,13,751,7,3,3,No,113.934639
600,0.5,1,48,0.8,191,7,3393,12,7,8,No,275.6735028
1677,1.8,4,11,0.7,124,8,3771,15,6,12,No,1001.896739
723,0.5,0,3,0.2,168,3,1851,15,3,16,No,183.7939362
638,1.7,11,27,0.5,102,17,2735,7,2,9,No,607.6676671
852,1,4,62,0.7,104,13,2253,17,4,7,No,192.5982191
1979,1.6,0,32,0.2,165,1,452,13,6,14,No,80.7218527
710,0.5,6,32,0.8,151,9,1419,12,11,18,No,54.8027411
1034,2.6,2,45,0.3,190,4,969,15,1,7,No,136.5903768
600,2.5,8,22,0.1,145,11,3441,19,1,5,No,567.5073324
1027,0.5,2,64,0.9,103,7,3786,17,12,12,No,684.4509821
1260,0.6,5,13,1,106,6,2710,13,1,8,No,392.5644081
1793,1.8,10,12,0.5,169,17,3533,16,14,15,Yes,629.5872503
675,2.3,10,60,0.9,144,15,1735,7,0,13,Yes,111.7912718
658,2.7,0,12,0.9,103,3,3587,14,11,20,No,291.4163494
1694,0.6,0,34,0.3,102,7,2298,17,5,2,No,386.5502582
804,0.8,12,41,0.9,89,13,2027,11,5,11,No,224.1605043
1713,2.5,1,27,0.9,127,3,2406,13,10,20,Yes,413.7744156
706,0.5,13,31,0.1,108,19,2419,8,7,4,Yes,231.5369501
1362,0.5,3,25,0.8,131,9,995,7,6,18,Yes,47.81620926
1527,2.7,10,60,0.1,154,14,2078,5,3,11,Yes,484.656182
768,0.5,0,19,0.9,159,1,1145,19,1,7,Yes,159.0404675
1314,2.9,8,41,0.1,155,12,626,10,4,4,Yes,121.0828899
705,0.5,5,57,0.9,155,9,1509,15,11,18,Yes,222.6274002
1403,2.7,2,26,0.1,164,3,3371,13,9,9,Yes,279.4279386
1486,2.6,7,52,0.1,85,15,297,13,1,15,No,103.3409559
781,1.1,2,38,0.4,198,7,3508,13,8,5,Yes,677.2962101
986,1.5,1,23,0.8,183,3,2385,16,9,19,No,151.6950758
1310,1.4,0,33,0.4,105,14,1301,13,12,19,Yes,222.3063079
560,2,6,57,0.3,81,12,2167,11,10,7,Yes,194.9886879
1348,1.3,0,43,0.4,116,6,3914,10,3,8,Yes,995.572447
1567,0.5,3,22,0.5,119,6,2312,9,1,18,No,331.4714985
1940,0.9,4,17,0.7,93,7,2297,14,6,8,No,329.3825642
1979,2.9,0,19,1,176,9,411,8,2,2,Yes,105.6205779
561,2.1,7,2,0.1,193,13,665,10,0,4,No,116.6574028
1717,1.3,1,62,0.7,130,3,3226,6,4,5,No,878.1452998
535,1.5,1,48,0.7,113,4,740,11,10,18,No,104.8298515
1413,0.5,4,39,0.1,185,12,3878,19,16,4,No,923.1450679
1358,2.5,0,20,0.6,135,0,3406,5,1,11,Yes,685.9793979
1519,2.9,2,30,0.7,112,8,2440,9,5,10,Yes,242.6887136
1254,1.2,2,50,0.7,108,6,3959,10,4,17,No,214.5838632
1591,2.2,3,49,0.4,154,7,3703,17,6,20,No,907.5284487
977,2.8,2,35,0.6,165,15,3714,19,3,10,Yes,796.0595753
1640,0.7,10,21,0.8,169,14,337,16,3,5,No,72.650504
663,0.8,0,25,0.6,183,1,3176,6,2,2,Yes,557.7268772
1744,1,1,20,0.5,112,3,1205,18,7,14,No,306.5442644
1624,1.6,8,28,0.4,150,10,2473,16,11,2,No,355.6480968
1108,1.3,14,2,0.3,169,20,1229,5,3,4,No,85.67712554
1188,1.4,0,9,0.6,114,0,2896,12,11,16,Yes,779.8650577
817,1.3,0,11,0.5,144,11,2039,11,6,19,No,242.4341875
863,1.6,5,6,0.7,133,13,520,10,2,18,Yes,86.37784091
1397,2.4,5,3,0.2,121,15,1378,18,15,4,Yes,210.4111841
1108,1,3,49,0.7,140,12,3254,12,0,16,No,526.2185968
1068,2,1,37,0.9,184,13,1803,5,4,7,No,194.2435307
1702,2.3,12,52,0.5,145,15,2501,16,12,4,No,782.5267509
808,0.5,0,8,0.1,192,1,3762,15,9,12,Yes,1342.664065
1156,0.5,6,61,0.1,89,9,1796,16,6,13,Yes,273.7884117
1271,0.5,2,54,0.1,159,3,990,14,11,6,Yes,82.23205314
696,0.5,6,51,0.3,197,8,2630,18,8,9,Yes,241.7973558
1981,1.9,13,45,0.3,175,18,1380,10,1,13,No,249.955599
614,1.7,0,58,0.2,128,2,3487,15,6,11,Yes,652.5731844
1590,0.6,0,7,0.3,122,17,1201,12,3,18,Yes,241.6189435
1945,1.6,4,21,0.7,113,10,3015,6,1,15,No,587.1439676
1135,2.8,9,43,0.4,158,11,3204,18,13,6,No,807.8352566
1049,0.6,8,2,0.3,172,10,433,10,7,6,No,75.44770658
1807,2.1,2,49,0.8,125,10,1906,17,13,13,Yes,138.9109847
984,0.5,13,42,0.8,98,17,898,16,8,13,No,47.80016107
720,1.4,0,61,0.6,96,8,2799,5,3,15,Yes,913.4469069
1536,0.8,12,13,0.3,105,20,2020,6,0,16,No,442.5421088
771,0.5,3,25,1,86,6,770,12,1,20,No,95.02480621
503,2.5,3,57,0.6,185,11,305,11,8,16,Yes,88.84347976
675,2.4,1,42,0.6,187,2,2953,9,5,13,No,442.3774034
1936,1.9,13,34,0.2,182,14,1671,6,1,9,Yes,244.6185813
1303,1,0,15,0.1,138,10,2574,12,4,14,Yes,608.9788816
1004,2.9,0,35,0.2,141,9,3772,17,8,18,Yes,420.8808604
1972,1.2,0,37,0.7,102,1,2870,16,0,17,No,886.770103
1822,1.2,0,8,0.2,195,0,2577,9,5,8,No,230.717026
1159,2.8,5,18,0.5,83,7,2246,8,1,3,No,188.9380608
1782,2.8,6,58,0.8,157,13,2405,15,0,16,Yes,347.2444538
894,2.1,16,16,0.7,168,20,3377,5,1,6,Yes,42.9309731
1884,2.1,7,43,0.8,185,18,3619,14,8,7,Yes,912.5633721
1648,0.5,1,17,0.9,142,3,1184,6,2,2,Yes,222.1240487
798,2.4,5,4,0.2,96,9,2965,15,7,14,No,459.7855714
802,2.4,1,45,0.8,157,9,3713,8,3,8,No,1049.383966
1276,2.9,2,53,0.3,130,3,3798,19,10,8,Yes,614.7952093
1331,1.6,0,16,0.5,165,7,1026,13,5,20,Yes,200.276969
1620,2.6,6,5,0.9,186,18,1086,18,14,13,No,232.6047225
1996,2.5,5,51,0.4,122,9,2236,8,7,12,Yes,339.4874184
1092,2.7,8,45,0.8,185,10,1303,12,3,20,Yes,192.2734035
1018,0.7,7,63,0.1,155,18,3048,10,3,2,Yes,514.3554898
545,0.5,0,11,0.3,131,1,616,15,6,19,Yes,66.93083848
554,1.3,0,12,0.1,105,10,3764,10,7,4,Yes,552.3936599
1264,2.9,2,34,0.2,171,3,419,7,4,3,Yes,93.34060948
1030,1.6,3,58,0.2,138,20,2858,6,2,18,Yes,727.3663124
1432,1.7,6,39,0.3,164,18,504,14,4,10,No,80.81212214
558,2.8,1,49,0.8,142,4,392,10,5,8,Yes,100.5513204
829,0.5,0,56,0.6,129,1,820,12,6,11,Yes,84.75169793
1741,1.8,0,14,0.7,143,0,3387,11,3,3,No,151.7760484
1849,2.3,7,15,0.4,144,19,3447,14,11,19,Yes,792.8296196
733,2.1,5,7,0.2,174,10,1403,15,8,2,No,111.1910276
