Company Name,Job Title,Salaries Reported,Location,,Salary/yr,,,,
PharmaACE,Data Scientist,1,London,,"700,000",54.7826087,,,
advids.co,Data Scientist,1,London,,"80,495",6.299608696,,,
Xcaliber Infotech,Data Scientist,1,London,,"642,322",50.26867826,,,
MIT World Peace University,Data Scientist,1,London,,"10,000",0.782608696,,,
iNeuron,Data Scientist,1,London,,"20,280",1.587130435,,,
vPhrase,Data Scientist,1,London,,"541,685",42.39273913,,,
AAKASH,Data Scientist,1,London,,"50,163",3.9258,,,
Ascentrik Research Services,Data Scientist,1,London,,"10,705",0.837782609,,,
EarlySalary.com,Data Scientist,1,London,,"1,566,004",122.5568348,,,
Motifworks,Data Scientist,1,London,,"969,321",75.85990435,,,
Helpshift,Data Scientist,1,London,,"68,088",5.328626087,,,
ROHIT KUMAR MODI,Data Scientist,1,London,,"400,000",31.30434783,,,
ThinkBumblebee Analytics,Data Scientist,1,London,,"1,307,815",102.3507391,,,
Globex Digital Solutions,Data Scientist,1,London,,"1,284,643",100.5372783,,,
ThinkBumblebee Analytics,Data Scientist,1,London,,"10,387",0.812895652,,,
Innodatatics,Data Scientist,1,London,,"15,000",1.173913043,,,
Innodatatics,Data Scientist,1,London,,"623,238",48.77514783,,,
Viajes,Data Scientist,1,London,,"829,587",64.9242,,,
OnlineSales.ai,Data Scientist,1,London,,"144,479",11.30705217,,,
Comscore,Data Scientist,1,London,,"1,216,773",95.22571304,,,
Ellicium Solutions Private Limited,Data Scientist,1,London,,"247,678",19.38349565,,,
RAKESH GROUP,Data Scientist,1,London,,"5,016,304",392.580313,,,
Yagna iQ,Data Scientist,1,London,,"19,505",1.526478261,,,
Tops Office Pros Business Services,Data Scientist,1,London,,"619,069",48.44887826,,,
Apptware,Data Scientist,1,London,,"2,073,969",162.3106174,,,
Savitribai Phule Pune University,Data Scientist,1,London,,"700,000",54.7826087,,,
Seventh Contact Hiring Solutions,Data Scientist,1,London,,"3,008,206",235.4248174,,,
CoreView Systems,Data Scientist,1,London,,"514,600",40.27304348,,,
Peak,Data Scientist,1,London,,"2,148,775",168.165,,,
Nitish Verma,Data Scientist,1,London,,"1,036,984",81.15526957,,,
The City Bank,Data Scientist,1,London,,"5,000,000",391.3043478,,,
Cloud Counselage,Data Scientist,1,London,,"10,770",0.842869565,,,
Gibots,Data Scientist,1,London,,"412,713",32.29927826,,,
SCORG Technologies,Data Scientist,1,London,,"646,214",50.57326957,,,
GeoSpoc,Data Scientist,1,London,,"104,400",8.170434783,,,
Infodeal,Data Scientist,1,London,,"849,156",66.45568696,,,
BancTec,Data Scientist,1,London,,"641,549",50.20818261,,,
American Student Assistance,Data Scientist,1,London,,"25,925",2.028913043,,,
Ajeenkya DY Patil University,Data Scientist,1,London,,"414,794",32.46213913,,,
Raghavendra Rathore Jodhpur,Data Scientist,1,London,,"1,567,329",122.6605304,,,
Aventior,Data Scientist,1,London,,"481,741",37.70146957,,,
Navidium,Data Scientist,1,London,,"681,546",53.33838261,,,
Open Insights,Data Scientist,1,London,,"1,124,740",88.02313043,,,
Pantech Solutions,Data Scientist,1,London,,"25,000",1.956521739,,,
Express Analytics,Data Scientist,1,London,,"877,015",68.63595652,,,
Optra Health,Data Scientist,1,London,,"1,722,605",134.8125652,,,
WebShar,Data Scientist,1,London,,"888,545",69.53830435,,,
Kudos Finance and Investments,Data Scientist,1,London,,"33,742",2.640678261,,,
Oasis HR Corporate Solutions,Data Scientist,1,London,,"854,957",66.90967826,,,
Tribes.AI,Data Scientist,1,London,,"420,000",32.86956522,,,
Argus System,Data Scientist,1,London,,"595,000",46.56521739,,,
IFS India Mercantile,Data Scientist,1,London,,"610,000",47.73913043,,,
DasDas,Data Scientist,1,London,,"4,466,071",349.5186,,,
Pisyst,Data Scientist,1,London,,"107,054",8.37813913,,,
Comsense Technologies,Data Scientist,1,London,,"396,166",31.00429565,,,
Entrepreneurs' Organization,Data Scientist,1,London,,"80,007",6.261417391,,,
Pivotchain Solutions,Data Scientist,1,London,,"602,937",47.18637391,,,
ManCorp Innovation Labs,Data Scientist,1,London,,"120,000",9.391304348,,,
Neo Media World,Data Scientist,1,London,,"80,000",6.260869565,,,
Samyak Software,Data Scientist,1,London,,"61,907",4.844895652,,,
Robertshaw,Data Scientist,1,London,,"300,978",23.5548,,,
JarvisSoft Technology,Data Scientist,1,London,,"506,133",39.6104087,,,
EC Infosolutions,Data Scientist,1,London,,"912,580",71.41930435,,,
FogHorn Systems,Data Scientist,1,London,,"2,300,000",180,,,
NutaNXT Technologies,Data Scientist,1,London,,"841,226",65.83507826,,,
Speed TechServe,Data Scientist,1,London,,"720,000",56.34782609,,,
IMDb,Data Scientist,1,London,,"100,326",7.8516,,,
QiO Technologies,Data Scientist,1,London,,"3,517,133",275.253887,,,
Expert Freelancer Inc.,Data Scientist,1,London,,"553,419",43.31105217,,,
Arya Solution,Data Scientist,1,London,,"550,000",43.04347826,,,
Strattek Consulting,Data Scientist,1,London,,"8,000",0.626086957,,,
GoDutch Marketing,Data Scientist,1,London,,"359,620",28.14417391,,,
TorcAI,Data Scientist,1,London,,"1,507,343",117.9659739,,,
Srivenk Soft Solutions,Data Scientist,1,London,,"652,120",51.03547826,,,
Automaton AI,Data Scientist,1,London,,"637,739",49.9100087,,,
Shogini Technoarts,Data Scientist,1,London,,"361,124",28.26187826,,,
GOLDFINCH,Data Scientist,1,London,,"103,698",8.115495652,,,
Amobee,Data Scientist,1,London,,"1,036,984",81.15526957,,,
Global AI,Data Scientist,1,London,,"731,081",57.21503478,,,
Elie Tahari,Data Scientist,1,London,,"1,070,536",83.78107826,,,
Aktana,Data Scientist,1,London,,"1,800,000",140.8695652,,,
Go Digital,Data Scientist,1,London,,"606,034",47.42874783,,,
Meals on Wheels America,Data Scientist,1,London,,"20,550",1.60826087,,,
Kool Smiles,Data Scientist,1,London,,"1,200,000",93.91304348,,,
Algoritmo (Singapore),Data Scientist,1,London,,"16,058",1.256713043,,,
Klugheit Software,Data Scientist,1,London,,"40,000",3.130434783,,,
GoKhana,Data Scientist,1,London,,"15,073",1.179626087,,,
Prophecy Labs,Data Scientist,1,London,,"2,052,566",160.6356,,,
Airavaat Car Rentals,Data Scientist,1,London,,"1,400,000",109.5652174,,,
Brahman bhetun,Data Scientist,1,London,,"821,989",64.32957391,,,
Aniket Sonawane,Data Scientist,1,London,,"823,360",64.43686957,,,
URS Technologies Solutions,Data Scientist,1,London,,"948,931",74.26416522,,,
Hritik,Data Scientist,1,London,,"900,000",70.43478261,,,
EventStreet,Data Scientist,1,London,,"690,132",54.01033043,,,
Kushim,Data Scientist,1,London,,"31,000",2.426086957,,,
Flipper Code,Data Scientist,1,London,,"369,895",28.94830435,,,
We Are Novella,Data Scientist,1,London,,"671,220",52.53026087,,,
IEEE Student Branch VIT Pune,Data Scientist,1,London,,"321,161",25.13433913,,,
Kp techobriks,Data Scientist,1,London,,"21,411",1.675643478,,,
akhil sajeev,Data Scientist,1,London,,"250,815",19.629,,,
VisionNLP,Data Scientist,1,London,,"540,000",42.26086957,,,
Reckon Data Solutions,Data Scientist,1,London,,"20,000",1.565217391,,,
PSL (India),Data Scientist,1,London,,"1,149,375",89.95108696,,,
Accretive Wiz@work Consultants,Data Scientist,1,London,,"1,300,000",101.7391304,,,
Innoplexus Associate,Data Scientist,9,London,,"1,057,005",82.72213043,,,
ZS Associates,Data Science Associate,9,London,,"1,203,913",94.21927826,,,
ZS Associates,Data Science Consultant,5,London,,"2,671,464",209.0710957,,,
ZS Associates Senior,Data Scientist,4,London,,"1,997,263",156.3075391,,,
Coriolis Technologies,Data Science,3,London,,"16,825",1.31673913,,,
Schlumberger,Data Science,2,London,,"30,027",2.34993913,,,
Wolters Kluwer,Data Science,2,London,,"28,717",2.247417391,,,
Innoplexus,Data Science,2,London,,"30,693",2.40206087,,,
EarlySalary.com,Data Science,2,London,,"35,268",2.760104348,,,
Express Analytics,Data Science,2,London,,"17,949",1.404704348,,,
Tata Consultancy Services,Senior Data Scientist,2,London,,"2,092,324",163.7470957,,,
Wipro Technologies,Senior Data Scientist,2,London,,"2,182,516",170.8056,,,
Barclays,Senior Data Scientist,2,London,,"2,796,928",218.8900174,,,
Bajaj Finance,Senior Data Scientist,2,London,,"1,392,244",108.9582261,,,
Wolters Kluwer,Senior Data Scientist,2,London,,"1,903,930",149.0032174,,,
Icertis,Senior Data Scientist,2,London,,"1,033,817",80.90741739,,,
Abzooba,Senior Data Scientist,2,London,,"2,170,283",169.8482348,,,
Aera Technology,Senior Data Scientist,2,London,,"1,058,135",82.81056522,,,
AlgoAnalytics Financial Consultancy,Senior Data Scientist,2,London,,"1,696,245",132.7496087,,,
SG Analytics,Junior Data Scientist,2,London,,"708,351",55.43616522,,,
Maxgen Technologies,Junior Data Scientist,2,London,,"14,329",1.1214,,,
Infosys,Lead Data Scientist,2,London,,"1,653,998",129.4433217,,,
Wipro,Lead Data Scientist,2,London,,"1,892,322",148.0947652,,,
ZS Associates,Data Science Manager,2,London,,"4,619,021",361.4886,,,
Abzooba,Data Scientist - Trainee,2,London,,"50,876",3.9816,,,
Schlumberger,Data Science Lead,2,London,,"4,068,310",318.3894783,,,
Tata Consultancy Services,Data Science,1,London,,"511,613",40.03927826,,,
Nones Data Science,Data Science,1,London,,"5,137",0.402026087,,,
Nones Data Science,Data Science,1,London,,"400,000",31.30434783,,,
Mahindra,Data Science,1,London,,"16,979",1.328791304,,,
KPIT Technologies,Data Science,1,London,,"15,000",1.173913043,,,
BNY Mellon,Data Science,1,London,,"61,394",4.804747826,,,
Fiserv,Data Science,1,London,,"1,036,984",81.15526957,,,
Tata Technologies,Data Science,1,London,,"622,191",48.6932087,,,
Bajaj Finance,Data Science,1,London,,"15,000",1.173913043,,,
JLL,Data Science,1,London,,"35,000",2.739130435,,,
Eaton,Data Science,1,London,,"53,527",4.189069565,,,
HT Media,Data Science,1,London,,"16,058",1.256713043,,,
Maxgen Technologies,Data Science,1,London,,"17,000",1.330434783,,,
Faurecia,Data Science,1,London,,"15,000",1.173913043,,,
JCB,Data Science,1,London,,"112,474",8.802313043,,,
Manipal University,Data Science,1,London,,"50,000",3.913043478,,,
Merkle,Data Science,1,London,,"10,000",0.782608696,,,
Datametica,Data Science,1,London,,"19,040",1.490086957,,,
The Sparks Foundation,Data Science,1,London,,"100,490",7.864434783,,,
Subway,Data Science,1,London,,"41,549",3.25166087,,,
Aera Technology,Data Science,1,London,,"28,896",2.261426087,,,
iNeuron,Data Science,1,London,,"346,353",27.10588696,,,
Fresh Gravity,Data Science,1,London,,"52,577",4.114721739,,,
Apptware,Data Science,1,London,,"12,279",0.960965217,,,
Ecozen Solutions,Data Science,1,London,,"24,427",1.911678261,,,
Furtados School of Music,Data Science,1,London,,"8,039",0.62913913,,,
Sciffer Analytics,Data Science,1,London,,"5,353",0.418930435,,,
Aventior,Data Science,1,London,,"14,217",1.112634783,,,
Solytics Partners,Data Science,1,London,,"10,000",0.782608696,,,
DemandMatrix,Data Science,1,London,,"36,356",2.845252174,,,
Insight Data Science,Data Science,1,London,,"452,203",35.3898,,,
Symbiosis Institute of Technology,Data Science,1,London,,"2,000,000",156.5217391,,,
Comsense Technologies,Data Science,1,London,,"10,326",0.808121739,,,
Technogeeks,Data Science,1,London,,"215,405",16.85778261,,,
Unscrambl,Data Science,1,London,,"20,065",1.570304348,,,
Zaynax,Data Science,1,London,,"800,000",62.60869565,,,
Brainwave Consulting,Data Science,1,London,,"5,070",0.396782609,,,
Senquire Analytics,Data Scientist,1,London,,"600,000",46.95652174,,,
Tata Consultancy Services,Senior Data Scientist,1,London,,"324,089",25.36348696,,,
Accenture,Senior Data Scientist,1,London,,"1,076,606",84.25612174,,,
Wipro Technologies,Senior Data Scientist,1,London,,"821,989",64.32957391,,,
NTT DATA,Senior Data Scientist,1,London,,"1,808,811",141.5591217,,,
Vodafone,Senior Data Scientist,1,London,,"2,474,429",193.6509652,,,
Zensar Technologies,Senior Data Scientist,1,London,,"1,485,766",116.2773391,,,
Credit Suisse,Senior Data Scientist,1,London,,"2,821,193",220.7890174,,,
Thoughtworks,Senior Data Scientist,1,London,,"3,654,010",285.966,,,
UBS,Senior Data Scientist,1,London,,"1,774,461",138.8708609,,,
Anonymous,Senior Data Scientist,1,London,,"608,387",47.61289565,,,
TVS Motor Company,Senior Data Scientist,1,London,,"1,235,040",96.65530435,,,
Red Hat,Senior Data Scientist,1,London,,"1,044,003",81.70458261,,,
Bajaj Allianz General Insurance Co,Senior Data Scientist,1,London,,"107,702",8.428852174,,,
SG Analytics,Senior Data Scientist,1,London,,"1,306,108",102.2171478,,,
Pitney Bowes,Senior Data Scientist,1,London,,"2,474,429",193.6509652,,,
Xento Systems,Senior Data Scientist,1,London,,"1,125,483",88.08127826,,,
Quick Heal,Senior Data Scientist,1,London,,"1,954,352",152.949287,,,
Kohler,Senior Data Scientist,1,London,,"1,216,773",95.22571304,,,
XPO Logistics,Senior Data Scientist,1,London,,"2,716,704",212.6116174,,,
GE Capital,Senior Data Scientist,1,London,,"144,449",11.30470435,,,
Coupa Software Inc,Senior Data Scientist,1,London,,"3,650,320",285.6772174,,,
USEReady,Senior Data Scientist,1,London,,"1,504,891",117.7740783,,,
vPhrase,Senior Data Scientist,1,London,,"51,632",4.040765217,,,
ThinkBumblebee Analytics,Senior Data Scientist,1,London,,"2,046,452",160.157113,,,
Blackstraw,Senior Data Scientist,1,London,,"2,192,406",171.5796,,,
Aegon,Senior Data Scientist,1,London,,"2,508,152",196.2901565,,,
Dexpert Systems,Senior Data Scientist,1,London,,"2,054,972",160.8238957,,,
Aligned Automation,Senior Data Scientist,1,London,,"2,579,455",201.8703913,,,
Acclivis Technologies,Senior Data Scientist,1,London,,"1,003,261",78.51607826,,,
AlgoAnalytics Pvt. Ltd.,Senior Data Scientist,1,London,,"120,391",9.421904348,,,
Tata Consultancy Services,Junior Data Scientist,1,London,,"56,000",4.382608696,,,
Infosys,Junior Data Scientist,1,London,,"1,038,730",81.29191304,,,
Fresher,Junior Data Scientist,1,London,,"1,004,895",78.64395652,,,
Fresher,Junior Data Scientist,1,London,,"506,989",39.6774,,,
Fresherworld.com,Junior Data Scientist,1,London,,"616,492",48.2472,,,
Freshers.com,Junior Data Scientist,1,London,,"1,238,138",96.89775652,,,
Emerson,Junior Data Scientist,1,London,,"500,000",39.13043478,,,
Datametica,Junior Data Scientist,1,London,,"478,015",37.40986957,,,
Abzooba,Junior Data Scientist,1,London,,"602,937",47.18637391,,,
GeoSpoc,Junior Data Scientist,1,London,,"321,161",25.13433913,,,
AppZen,Junior Data Scientist,1,London,,"1,498,750",117.2934783,,,
Innomatics Research Labs,Junior Data Scientist,1,London,,"5,070",0.396782609,,,
Pisyst,Junior Data Scientist,1,London,,"160,580",12.56713043,,,
Groots (India),Junior Data Scientist,1,London,,"10,370",0.811565217,,,
Artificial Brix,Junior Data Scientist,1,London,,"616,492",48.2472,,,
Ambrapali Electrotech,Junior Data Scientist,1,London,,"413,058",32.32627826,,,
Accenture,Lead Data Scientist,1,London,,"2,839,138",222.1934087,,,
ADP,Lead Data Scientist,1,London,,"1,520,967",119.0322,,,
Zensar Technologies,Lead Data Scientist,1,London,,"1,531,979",119.8940087,,,
BNY Mellon,Lead Data Scientist,1,London,,"1,674,730",131.0658261,,,
Microsoft,Data Scientist,23,Paris,,"1,712,178",133.9965391,,,
Cyient,Data Scientist,20,Paris,,"999,578",78.22784348,,,
Tata Consultancy Services,Data Scientist,18,Paris,,"697,843",54.6138,,,
Infosys,Data Scientist,18,Paris,,"583,334",45.65222609,,,
Amazon,Data Scientist,15,Paris,,"1,693,961",132.5708609,,,
Innominds Software,Data Scientist,10,Paris,,"743,423",58.18093043,,,
IBM,Data Scientist,9,Paris,,"628,945",49.22178261,,,
Tech Mahindra,Data Scientist,9,Paris,,"652,546",51.06881739,,,
Quadratic Insights,Data Scientist,9,Paris,,"583,954",45.70074783,,,
Jotter,Data Scientist,9,Paris,,"915,028",71.61088696,,,
Cognizant Technology Solutions,Data Scientist,8,Paris,,"890,344",69.67909565,,,
Jio,Data Scientist,8,Paris,,"1,997,027",156.2890696,,,
Verizon,Data Scientist,8,Paris,,"1,330,683",104.1404087,,,
Optum,Data Scientist,8,Paris,,"1,464,110",114.5825217,,,
Accenture,Data Scientist,7,Paris,,"1,104,293",86.42293043,,,
Deloitte,Data Scientist,7,Paris,,"1,483,132",116.0712,,,
First Student,Data Scientist,6,Paris,,"53,365",4.176391304,,,
Novartis,Data Scientist,6,Paris,,"1,280,703",100.2289304,,,
Karvy Group,Data Scientist,6,Paris,,"594,589",46.53305217,,,
Wipro,Data Scientist,5,Paris,,"1,041,195",81.48482609,,,
Oracle,Data Scientist,5,Paris,,"1,221,714",95.6124,,,
HighRadius,Data Scientist,5,Paris,,"861,434",67.41657391,,,
Micron Technology,Data Scientist,5,Paris,,"1,564,421",122.4329478,,,
INSOFE,Data Scientist,5,Paris,,"903,446",70.70446957,,,
Google,Data Scientist,4,Paris,,"1,121,437",87.76463478,,,
Blue Yonder,Data Scientist,4,Paris,,"2,020,386",158.1171652,,,
Yash Technologies,Data Scientist,4,Paris,,"54,290",4.248782609,,,
DataScientest,Data Scientist,4,Paris,,"56,039",4.38566087,,,
Claim Genius,Data Scientist,4,Paris,,"1,944,821",152.2033826,,,
Capgemini,Data Scientist,3,Paris,,"651,206",50.96394783,,,
Genpact,Data Scientist,3,Paris,,"653,174",51.11796522,,,
Fresher,Data Scientist,3,Paris,,"503,667",39.41741739,,,
Fresher,Data Scientist,3,Paris,,"302,693",23.68901739,,,
ICICI Bank,Data Scientist,3,Paris,,"1,600,000",125.2173913,,,
DXC Technology,Data Scientist,3,Paris,,"1,252,143",97.9938,,,
Dell Technologies,Data Scientist,3,Paris,,"825,326",64.59073043,,,
Microsoft,Data Scientist,3,Paris,,"53,351",4.175295652,,,
Wipro Technologies,Data Scientist,3,Paris,,"895,427",70.07689565,,,
Tata Consultancy Services (North America),Data Scientist,3,Paris,,"814,476",63.7416,,,
Google,Data Scientist,3,Paris,,"411,763",32.22493043,,,
NTT DATA,Data Scientist,3,Paris,,"564,654",44.19031304,,,
Jio,Data Scientist,3,Paris,,"37,173",2.909191304,,,
ADP,Data Scientist,3,Paris,,"1,200,000",93.91304348,,,
Sutherland,Data Scientist,3,Paris,,"926,912",72.54093913,,,
MetLife,Data Scientist,3,Paris,,"1,760,000",137.7391304,,,
Franklin Templeton Investments,Data Scientist,3,Paris,,"1,353,553",105.9302348,,,
Enquero,Data Scientist,3,Paris,,"1,048,242",82.03633043,,,
Brane Enterprises (nslhub),Data Scientist,3,Paris,,"1,665,911",130.3756435,,,
AlgonoX Technologies,Data Scientist,3,Paris,,"1,074,883",84.12127826,,,
Voziq,Data Scientist,3,Paris,,"642,113",50.25232174,,,
HCL Technologies,Data Scientist,2,Paris,,"1,561,319",122.1901826,,,
First Student,Data Scientist,2,Paris,,"25,304",1.980313043,,,
Virtusa,Data Scientist,2,Paris,,"304,522",23.83215652,,,
Persistent Systems,Data Scientist,2,Paris,,"1,287,441",100.7562522,,,
UnitedHealth Group,Data Scientist,2,Paris,,"1,152,418",90.18923478,,,
Freshers.com,Data Scientist,2,Paris,,"630,000",49.30434783,,,
Legato Health Technologies,Data Scientist,2,Paris,,"1,260,152",98.6205913,,,
Dr. Reddy's,Data Scientist,2,Paris,,"433,223",33.9044087,,,
DBS Bank,Data Scientist,2,Paris,,"995,830",77.93452174,,,
Broadridge,Data Scientist,2,Paris,,"1,607,926",125.837687,,,
Optum Global Solutions,Data Scientist,2,Paris,,"778,902",60.95754783,,,
Great Learning,Data Scientist,2,Paris,,"777,837",60.8742,,,
National Payments Corporation of India,Data Scientist,2,Paris,,"1,492,543",116.807713,,,
Excelra Knowledge Solutions,Data Scientist,2,Paris,,"452,130",35.38408696,,,
WinWire Technologies,Data Scientist,2,Paris,,"1,269,639",99.36305217,,,
CallHealth,Data Scientist,2,Paris,,"823,971",64.48468696,,,
Gaian Solutions India,Data Scientist,2,Paris,,"1,100,233",86.1051913,,,
eKincare,Data Scientist,2,Paris,,"650,865",50.93726087,,,
Siva Solutions,Data Scientist,2,Paris,,"335,625",26.26630435,,,
Innodatatics,Data Scientist,2,Paris,,"9,392",0.735026087,,,
Innodatatics,Data Scientist,2,Paris,,"1,157,086",90.55455652,,,
SpringML,Data Scientist,2,Paris,,"65,953",5.16153913,,,
AppsTek,Data Scientist,2,Paris,,"725,664",56.79109565,,,
Vertiv,Data Scientist,2,Paris,,"702,649",54.98992174,,,
My Ally,Data Scientist,2,Paris,,"89,047",6.968895652,,,
GoLorry,Data Scientist,2,Paris,,"792,139",61.99348696,,,
Bepec Solutions,Data Scientist,2,Paris,,"646,889",50.62609565,,,
KOGENTiX,Data Scientist,2,Paris,,"700,977",54.85906957,,,
Prudent Technologies & Consulting,Data Scientist,2,Paris,,"376,159",29.43853043,,,
App Orchid,Data Scientist,2,Paris,,"1,492,959",116.8402696,,,
3LOQ Labs,Data Scientist,2,Paris,,"778,644",60.93735652,,,
RisingRoot Technologies,Data Scientist,2,Paris,,"13,255",1.037347826,,,
Artificial Penetration,Data Scientist,2,Paris,,"585,088",45.78949565,,,
Wave Infosoft,Data Scientist,2,Paris,,"619,995",48.52134783,,,
SetuServ,Data Scientist,2,Paris,,"4,949,704",387.3681391,,,
DigiTele Networks,Data Scientist,2,Paris,,"787,723",61.64788696,,,
Human Network,Data Scientist,2,Paris,,"58,648",4.589843478,,,
diwo,Data Scientist,2,Paris,,"792,506",62.0222087,,,
SysBasis Solutions,Data Scientist,2,Paris,,"25,204",1.972486957,,,
Tata Consultancy Services,Data Scientist,1,Paris,,"665,229",52.0614,,,
Accenture,Data Scientist,1,Paris,,"122,633",9.597365217,,,
Deloitte,Data Scientist,1,Paris,,"644,153",50.41197391,,,
LTI,Data Scientist,1,Paris,,"1,041,195",81.48482609,,,
First Student,Data Scientist,1,Paris,,"610,857",47.8062,,,
Mindtree,Data Scientist,1,Paris,,"1,105,372",86.50737391,,,
ABC,Data Scientist,1,Paris,,"12,515",0.979434783,,,
Reliance Industries,Data Scientist,1,Paris,,"169,396",13.25707826,,,
Tata Consultancy Services (North America),Data Scientist,1,Paris,,"908,078",71.06697391,,,
Google,Data Scientist,1,Paris,,"1,243,165",97.29117391,,,
Honeywell,Data Scientist,1,Paris,,"1,653,407",129.3970696,,,
Mu Sigma,Data Scientist,1,Paris,,"33,879",2.6514,,,
HSBC,Data Scientist,1,Paris,,"616,428",48.2421913,,,
Freelancer,Data Scientist,1,Paris,,"652,794",51.08822609,,,
Freelancer,Data Scientist,1,Paris,,"719,166",56.28255652,,,
CGI,Data Scientist,1,Paris,,"426,187",33.35376522,,,
DONE by NONE,Data Scientist,1,Paris,,"520,597",40.74237391,,,
American Express,Data Scientist,1,Paris,,"1,362,714",106.6471826,,,
Nones,Data Scientist,1,Paris,,"499,996",39.13012174,,,
ITC Infotech,Data Scientist,1,Paris,,"503,667",39.41741739,,,
Hexaware Technologies,Data Scientist,1,Paris,,"618,995",48.44308696,,,
Infosys BPM,Data Scientist,1,Paris,,"854,151",66.8466,,,
State Bank of India,Data Scientist,1,Paris,,"1,159,476",90.7416,,,
Sutherland,Data Scientist,1,Paris,,"220,739",17.27522609,,,
EMPLOYERS,Data Scientist,1,Paris,,"1,035,971",81.0759913,,,
Bank of America,Data Scientist,1,Paris,,"1,285,125",100.575,,,
Cyient,Data Scientist,1,Paris,,"600,000",46.95652174,,,
Fresherworld.com,Data Scientist,1,Paris,,"300,000",23.47826087,,,
CRISIL,Data Scientist,1,Paris,,"991,280",77.57843478,,,
S&P Global,Data Scientist,1,Paris,,"110,537",8.650721739,,,
ValueLabs,Data Scientist,1,Paris,,"2,567,346",200.9227304,,,
Kantar,Data Scientist,1,Paris,,"700,000",54.7826087,,,
Uber,Data Scientist,1,Paris,,"1,832,570",143.4185217,,,
Myntra,Data Scientist,1,Paris,,"1,394,897",109.1658522,,,
ABCDEF,Data Scientist,1,Paris,,"5,000,000",391.3043478,,,
Novartis,Data Scientist,1,Paris,,"26,548",2.077669565,,,
Intellect Design Arena,Data Scientist,1,Paris,,"346,152",27.09015652,,,
Government of India,Data Scientist,1,Paris,,"312,358",24.4454087,,,
upGrad,Data Scientist,1,Paris,,"211,160",16.52556522,,,
HSBC Software Development India,Data Scientist,1,Paris,,"1,018,095",79.677,,,
Bharat Heavy Electricals,Data Scientist,1,Paris,,"1,668,775",130.5997826,,,
Vodafone Idea,Data Scientist,1,Paris,,"894,447",70.0002,,,
Not Applicable,Data Scientist,1,Paris,,"1,832,570",143.4185217,,,
Not Applicable,Data Scientist,1,Paris,,"160,859",12.58896522,,,
Toppr.com,Data Scientist,1,Paris,,"1,857,397",145.3615043,,,
CBRE,Data Scientist,1,Paris,,"733,769",57.4254,,,
Anonymous,Data Scientist,1,Paris,,"1,527,142",119.5154609,,,
DBS Bank,Data Scientist,1,Paris,,"60,539",4.737834783,,,
3i Infotech,Data Scientist,1,Paris,,"734,390",57.474,,,
D. E. Shaw India,Data Scientist,1,Paris,,"171,568",13.42706087,,,
Parexel,Data Scientist,1,Paris,,"1,999,352",156.4710261,,,
Wipro Digital,Data Scientist,1,Paris,,"884,017",69.18393913,,,
GlobalData,Data Scientist,1,Paris,,"842,588",65.94166957,,,
Hexagon,Data Scientist,1,Paris,,"924,643",72.36336522,,,
Ivy,Data Scientist,1,Paris,,"1,773,010",138.7573043,,,
Defence Research & Development Organisation,Data Scientist,1,Paris,,"537,441",42.0606,,,
GS Lab,Data Scientist,1,Paris,,"56,465",4.419,,,
Raja Software Labs,Data Scientist,1,Paris,,"206,332",16.14772174,,,
Verzeo,Data Scientist,1,Paris,,"15,135",1.184478261,,,
MathWorks,Data Scientist,1,Paris,,"605,385",47.37795652,,,
ValueMomentum,Data Scientist,1,Paris,,"604,401",47.30094783,,,
AGS Health,Data Scientist,1,Paris,,"413,352",32.34928696,,,
Hitachi Consulting,Data Scientist,1,Paris,,"2,063,316",161.4769043,,,
Karvy Group,Data Scientist,1,Paris,,"14,507",1.135330435,,,
ACS Solutions,Data Scientist,1,Paris,,"828,777",64.8608087,,,
Tata Consultancy Services,Data Scientist,1,Paris,,"1,208,801",94.60181739,,,
Tiger Analytics,Data Scientist,1,Paris,,"930,041",72.78581739,,,
Ericsson IT Solutions & Services,Data Scientist,1,Paris,,"900,000",70.43478261,,,
Hitachi,Data Scientist,1,Paris,,"2,611,178",204.3530609,,,
Cognizant,Data Scientist,1,Paris,,"1,800,000",140.8695652,,,
SoCtronics,Data Scientist,1,Paris,,"37,271",2.91686087,,,
Electronic Arts,Data Scientist,1,Paris,,"939,649",73.53774783,,,
DuPont,Data Scientist,1,Paris,,"1,628,952",127.4832,,,
Micron Technology,Data Scientist,1,Paris,,"50,367",3.941765217,,,
Don't Know,Data Scientist,1,Paris,,"25,122",1.966069565,,,
ZF Group,Data Scientist,1,Paris,,"30,269",2.368878261,,,
Merilytics,Data Scientist,1,Paris,,"889,188",69.58862609,,,
College Board,Data Scientist,1,Paris,,"1,205,860",94.37165217,,,
Indian School of Business,Data Scientist,1,Paris,,"49,768",3.894886957,,,
GSPANN Technologies,Data Scientist,1,Paris,,"800,000",62.60869565,,,
Gainsight,Data Scientist,1,Paris,,"2,000,000",156.5217391,,,
Optum Global Solutions India,Data Scientist,1,Paris,,"1,628,949",127.4829652,,,
Phenom,Data Scientist,1,Paris,,"2,371,168",185.5696696,,,
Ameex,Data Scientist,1,Paris,,"429,953",33.64849565,,,
XYZ Pvt LTD,Data Scientist,1,Paris,,"62,158",4.86453913,,,
Evoke Technologies,Data Scientist,1,Paris,,"1,355,831",106.108513,,,
Molecular Connections,Data Scientist,1,Paris,,"45,220",3.538956522,,,
